marketer31,consignee11,description21,order_no211,scheduled_delivery_on21,TextBox12,TextBox18,version_no211,TextBox271,TextBox274
"","Doehler - Larapinta","Store at or below -18°C","31725851","09/01/2026 13:52:12","1152","","1","1152",""
"","Doehler Priestleys","Store at or below -18°C","PO31721681","07/22/2026 12:00:00","96","","1","96",""
"","Exotic Fruit Traders","Ruby Rise Tray 6","Week 27 - 918","07/06/2026 10:00:00","312","","1","312",""
"","Fairfield Fresh Market & Deli","15kg Ripes","FAIRFIELD - 01.07.26","07/01/2026 10:00:00","1","","1","1",""
"","","","FAIRFIELD - 03.07.26","07/03/2026 10:00:00","1","","1","1",""
"","Fergy's Food","Store at or below -18°C","113434","07/02/2026 12:00:00","192","","1","192",""
"","Gibb Bros","Ruby Rise Tray 6","Week 27 - 914","07/05/2026 10:00:00","312","","1","312",""
"","Harris Farm Markets","Large","Week 27 - 432","07/06/2026 10:00:00","198","","1","198",""
"","","Premiums","Week 27 - 432","07/06/2026 10:00:00","132","","1","132",""
"","Lamberts Produce","15kg Ripes","LAMBERTS - 01.07.26","07/01/2026 10:00:00","1","","1","1",""
"","","","LAMBERTS - 03.07.26","07/03/2026 10:00:00","1","","1","1",""
"","MM Ann Road","15kg Exports","Week 27 - 109","06/30/2026 10:00:00","600","","1","600",""
"","","","Week 27 - 406","06/30/2026 10:00:00","360","","1","360",""
"","","","","","","","2","360",""
"","","","Week 27 - 407","07/02/2026 10:00:00","540","","1","420",""
"","","","","","","","2","420",""
"","","","","","","","3","540",""
"","","","Week 27 - 123","07/02/2026 12:00:00","1200","","1","1200",""
"","","","Week 27 - 133","07/02/2026 12:00:00","600","","1","600",""
"","","","Week 27 - 140","07/06/2026 10:00:00","720","","1","720",""
"","","Avocado Hass Premium 20 Tray","Week 27 - 601","07/02/2026 12:00:00","1600","","1","1600",""
"","","Collars - WOW","Week 27 - 406","06/30/2026 10:00:00","144","","1","132",""
"","","","","","","","","12",""
"","","","","","","","2","144",""
"","","","Week 27 - 442","07/01/2026 12:00:00","55","","1","55",""
"","","","Week 27 - 407","07/02/2026 10:00:00","144","","1","132",""
"","","","","","","","","12",""
"","","","","","","","2","144",""
"","","","","","","","3","144",""
"","","","Week 27 - 409","07/02/2026 10:00:00","48","","1","48",""
"","","","Week 27 - 408","07/02/2026 10:00:00","60","","1","60",""
"","","","","","","","","132",""
"","","","Week 27 - 410","07/03/2026 10:00:00","42","","1","42",""
"","","","","","","","","198",""
"","","Kids Packs - Coles","Week 27 - 110","06/30/2026 10:00:00","132","","1","132",""
"","","","Week 27 - 133","07/02/2026 12:00:00","132","","1","132",""
"","","","Week 27 - 124","07/02/2026 12:00:00","264","","1","264",""
"","","Large","Week 27 - 108","06/30/2026 12:00:00","48","","1","48",""
"","","Red Hill 10kg XL","Week 27 - 910","07/02/2026 10:00:00","72","","1","72",""
"","","Ruby Rise Tray 6","Week 27 - 910","07/02/2026 10:00:00","48","","1","48",""
"","MM Epping","15kg Exports","Week 27 - 107","07/03/2026 10:00:00","600","","1","600",""
"","","Ruby Rise Tray 9","Week 27 - 909","07/03/2026 10:00:00","208","","1","208",""
"","","","Week 27 - 922","07/06/2026 10:00:00","104","","1","104",""
"","MM Larapinta","15kg Exports","Week 26 - 135","07/01/2026 10:00:00","1210","","1","108",""
"","","","","","","","","1200",""
"","","","","","","","2","1210",""
"","","","","","","","","98",""
"","","","Week 27 - 300","07/03/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 411","07/04/2026 10:00:00","1320","","1","1320",""
"","","","Week 27 - 301","07/05/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 412","07/06/2026 10:00:00","1320","","1","1320",""
"","","","Week 27 - 302","07/06/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","Red Hill 10kg Large","Week 27 - 902","07/02/2026 12:00:00","268","","2","268",""
"","","","","","","","","6",""
"","","Red Hill 10kg XL","Week 27 - 902","07/02/2026 12:00:00","86","","1","360",""
"","","","","","","","2","86",""
"","","","Week 27 - 911","07/05/2026 10:00:00","864","","1","864",""
"","","Ruby Rise Tray 6","Week 27 - 912","07/05/2026 12:00:00","312","","1","312",""
"","","Ruby Rise Tray 9","Week 27 - 904","07/02/2026 10:00:00","104","","1","104",""
"","","","Week 27 - 913","07/05/2026 12:00:00","208","","1","208",""
"","MM Truganina","15kg Exports","Week 26 - 128","06/30/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","","","","","2","1200",""
"","","","Week 26 - 127","06/30/2026 10:00:00","1320","","1","1320",""
"","","","Week 26 - 126","06/30/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","","","","","2","1200",""
"","","","","","","","","108",""
"","","","","","","","3","1200",""
"","","","Week 26 - 129","06/30/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 26 - 130","06/30/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 26 - 137","07/01/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","","","","","2","1200",""
"","","","","","","","3","1200",""
"","","","","","","","","108",""
"","","","Week 26 - 138","07/01/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","","","","","2","1200",""
"","","","","","","","","108",""
"","","","Week 26 - 136","07/01/2026 12:00:00","1320","","1","1320",""
"","","","Week 26 - 147","07/01/2026 12:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 26 - 143","07/02/2026 10:00:00","1200","","1","108",""
"","","","","","","","","1200",""
"","","","","","","","2","1200",""
"","","","","","","","","108",""
"","","","Week 26 - 145","07/02/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 26 - 144","07/02/2026 10:00:00","1200","","1","108",""
"","","","","","","","","1200",""
"","","","","","","","2","1200",""
"","","","Week 26 - 149 ","07/02/2026 12:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 26 - 142","07/02/2026 12:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 100","07/03/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 101","07/03/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 105","07/04/2026 10:00:00","108","","1","1200",""
"","","","","","","","","108",""
"","","","","","","","2","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 104","07/04/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 103","07/04/2026 10:00:00","1200","","1","108",""
"","","","","","","","","1200",""
"","","","","","","","2","1200",""
"","","","Week 27 - 102","07/04/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 113","07/05/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 112","07/05/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","","","","","2","1200",""
"","","","Week 27 - 114","07/05/2026 10:00:00","1320","","1","1320",""
"","","","Week 27 - 118","07/06/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 116","07/06/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 117","07/06/2026 10:00:00","1320","","1","1320",""
"","","","Week 27 - 115","07/06/2026 12:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 129","07/07/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 128","07/07/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 126","07/07/2026 10:00:00","1320","","1","1320",""
"","","","Week 27 - 125","07/07/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 127","07/07/2026 12:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 136","07/08/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 137","07/08/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 134","07/08/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 135","07/08/2026 10:00:00","1320","","1","1320",""
"","","","Week 27 - 141","07/09/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 142","07/09/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 143","07/09/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 144","07/09/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 145","07/10/2026 12:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","Avocado Hass Premium 16 Tray","Week 26 - 614","07/01/2026 12:00:00","152","","2","152",""
"","","","Week 26 - 616","07/02/2026 12:00:00","7","","2","7",""
"","","Avocado Hass Premium 18 Tray","Week 26 - 614","07/01/2026 12:00:00","284","","2","284",""
"","","Avocado Hass Premium 20 Tray","Week 26 - 614","07/01/2026 12:00:00","12","","1","2240",""
"","","","","","","","2","12",""
"","","","Week 26 - 616","07/02/2026 12:00:00","466","","1","640",""
"","","","","","","","2","466",""
"","","","Week 27 - 600","07/03/2026 10:00:00","1600","","1","1600",""
"","","Kids Packs - Coles","Week 26 - 140","06/30/2026 12:00:00","660","","1","660",""
"","","","Week 26 - 139","07/01/2026 10:00:00","462","","1","396",""
"","","","","","","","2","462",""
"","","","Week 26 - 146","07/01/2026 10:00:00","858","","1","660",""
"","","","","","","","2","858",""
"","","","Week 26 - 144A","07/02/2026 12:00:00","132","","1","132",""
"","","","Week 27 - 106","07/03/2026 10:00:00","660","","1","660",""
"","","","Week 27 - 119","07/04/2026 10:00:00","660","","1","660",""
"","","","Week 27 - 132","07/04/2026 10:00:00","198","","1","198",""
"","","","Week 27 - 120","07/05/2026 10:00:00","528","","1","528",""
"","","","Week 27 - 131","07/06/2026 10:00:00","660","","1","660",""
"","","","Week 27 - 130","07/06/2026 10:00:00","132","","1","132",""
"","","","Week 27 - 139","07/07/2026 10:00:00","660","","1","660",""
"","","","Week 27 - 138","07/08/2026 10:00:00","396","","1","396",""
"","","","Week 27 - 146","07/08/2026 10:00:00","660","","1","660",""
"","","Ruby Rise Tray 6","Week 27 - 908","07/03/2026 10:00:00","104","","1","104",""
"","","","Week 27 - 921","07/06/2026 10:00:00","312","","1","312",""
"","Morco Fresh QLD","15kg Ripes","953019 - 02.07.26","07/02/2026 10:00:00","1","","1","1",""
"","Phil's Preferred Fruit","Avocado Hass Class 1 14 Tray","Week 26 - 604","06/30/2026 10:00:00","15","","2","15",""
"","","Avocado Hass Class 1 16 Tray","Week 26 - 604","06/30/2026 10:00:00","162","","2","162",""
"","","Avocado Hass Class 1 18 Tray","Week 26 - 604","06/30/2026 10:00:00","167","","2","167",""
"","","Avocado Hass Class 1 20 Tray","Week 26 - 604","06/30/2026 10:00:00","277","","2","277",""
"","","Avocado Hass Class 2S 10kg Carton","Week 26 - 604","06/30/2026 10:00:00","3","","2","3",""
"","","Avocado Hass Premium 14 Tray","Week 26 - 604","06/30/2026 10:00:00","3","","2","3",""
"","","AvocadoHassClass 1S10kg Carton","Week 26 - 604","06/30/2026 10:00:00","7","","2","7",""
"","","AvocadoHassClass 2L10kg Carton","Week 26 - 604","06/30/2026 10:00:00","56","","2","56",""
"","","AvocadoHassClass 2M10kg Carton","Week 26 - 604","06/30/2026 10:00:00","1","","1","384",""
"","","","","","","","2","1",""
"","","AvocadoHassClass 2M10kg Carton_I'm Perfect","Week 26 - 604","06/30/2026 10:00:00","18","","2","18",""
"","","AvocadoHassClass 2XL10kg Carton","Week 26 - 604","06/30/2026 10:00:00","103","","2","103",""
"","","AvocadoHassPremium 75/8510kg Carton","Week 26 - 604","06/30/2026 10:00:00","4","","2","4",""
"","Premier Fresh Melbourne","Large","Week 26 - 123","06/30/2026 10:00:00","66","","1","132",""
"","","","","","","","2","66",""
"","","","Week 27 - 122","07/07/2026 10:00:00","132","","1","132",""
"","Protein Shake - Cooloongatta","Store at or below -18°C","WK26271","07/01/2026 12:00:00","11","","1","11",""
"","PW Chew","15kg Exports","Week 26 - 440","06/30/2026 10:00:00","360","","1","360",""
"","","","Week 27 - 435","07/04/2026 10:00:00","240","","1","240",""
"","","","Week 27 - 436","07/06/2026 10:00:00","360","","1","360",""
"","","","Week 27 - 438","07/07/2026 10:00:00","360","","1","360",""
"","","Large","Week 26 - 439","06/30/2026 10:00:00","528","","1","528",""
"","","","Week 26 - 440","06/30/2026 10:00:00","264","","1","264",""
"","","","Week 27 - 435","07/04/2026 10:00:00","396","","1","396",""
"","","","Week 27 - 436","07/06/2026 10:00:00","396","","1","396",""
"","","","Week 27 - 438","07/07/2026 10:00:00","264","","1","264",""
"","","","Week 27 - 437","07/07/2026 10:00:00","528","","1","528",""
"","","Premiums","Week 26 - 440","06/30/2026 10:00:00","396","","1","396",""
"","","","Week 27 - 438","07/07/2026 10:00:00","396","","1","396",""
"","QP - Location","15kg Exports","Week 26 - 303","06/30/2026 10:00:00","900","","1","900",""
"","","","","","","","","36",""
"","","","Week 26 - 304","07/02/2026 10:00:00","900","","1","900",""
"","","","","","","","","36",""
"","","","Week 27 - 303","07/07/2026 10:00:00","720","","1","900",""
"","","","","","","","","36",""
"","","","","","","","2","720",""
"","","","","","","","","216",""
"","","","Week 27 - 304","07/09/2026 10:00:00","900","","1","900",""
"","","","","","","","","36",""
"","QPI","15kg Exports","Week 26 - 441","07/02/2026 10:00:00","1080","","1","360",""
"","","","","","","","2","1080",""
"","","","Week 27 - 439","07/09/2026 10:00:00","360","","1","360",""
"","","Large","Week 26 - 443","07/02/2026 10:00:00","132","","1","132",""
"","","","Week 26 - 441","07/02/2026 10:00:00","264","","1","264",""
"","","","","","","","2","264",""
"","","","Week 27 - 440","07/07/2026 12:00:00","132","","1","132",""
"","","","Week 27 - 439","07/09/2026 10:00:00","264","","1","264",""
"","","","Week 27 - 441","07/09/2026 10:00:00","132","","1","132",""
"","Remote Area Projects & Training","BananaCavendishProcessingMIXMegabin - Vented","","06/30/2026 12:00:00","2","180.000000","1","2","180.000000"
"","","","","07/07/2026 12:00:00","2","180.000000","1","2","180.000000"
"","Sage & Co ","15kg Ripes","Sage & Co - 30.06.26","06/30/2026 10:54:27","1","36.540000","1","1","36.540000"
"","Salad Bowl Fresh Produce","15kg Ripes","BOWL - 02.07.26","07/02/2026 10:00:00","1","","1","1",""
"","Sam Yick & Co","Red Hill 10kg Large","Week 27 - 925","07/03/2026 12:00:00","17","","1","17",""
"","","Red Hill 10kg XL","Week 27 - 925","07/03/2026 12:00:00","21","","1","21",""
"","","","Week 27 - 919","07/06/2026 10:00:00","288","","1","288",""
"","","Red Hill 10kg XXXL","Week 27 - 925","07/03/2026 12:00:00","1","","1","1",""
"","Sculli & Co","15kg Semi Ripe","","07/02/2026 12:00:00","600","","1","600",""
"","","Green 10kg Carton XL","Week 27 - 923","07/06/2026 10:00:00","144","","1","144",""
"","","Large","Sculli & Co - 30.06.26","06/30/2026 10:00:00","42","","1","42",""
"","","","","","","","","198",""
"","","Red Hill 10kg XL","Week 27 - 923","07/06/2026 10:00:00","432","","1","432",""
"","SHV Wholesalers","15kg Exports","Week 27 - 121","07/06/2026 10:00:00","960","","1","960",""
"","","Large","Week 27 - 121","07/06/2026 10:00:00","264","","1","264",""
"","Simon George Brisbane","15kg Ripes","SGBNE - 30.06.26","06/30/2026 10:00:00","60","36.000000","1","60","36.000000"
"","","","SGBNE - 01.07.26","07/01/2026 10:00:00","60","","1","60",""
"","","","SGBNE - 05.07.26","07/05/2026 10:00:00","60","","1","60",""
"","Simon George Townsville","15kg Ripes","21797 - 01.07.26","07/01/2026 10:00:00","54","37.000000","1","54","37.000000"
"","","","SGTV - 03.07.26","07/03/2026 10:00:00","1","","1","1",""
"","","Large","21797 - 01.07.26","07/01/2026 10:00:00","18","22.000000","1","18","22.000000"
"","","Red Hill 10kg XL","21797 - 01.07.26","07/01/2026 10:00:00","1","30.000000","1","1","30.000000"
"","Simply Fruits - Location","AvocadoHassClass 2M10kg Carton_5 Packs","Week 26 - 615","07/01/2026 12:00:00","576","","1","576",""
"","","","Week 27 - 602","07/03/2026 10:00:00","96","","1","96",""
"","","AvocadoHassClass 2M10kg Carton_I'm Perfect","Week 26 - 615","07/01/2026 12:00:00","96","","1","768",""
"","","","","","","","2","96",""
"","","","Week 27 - 602","07/03/2026 10:00:00","96","","1","96",""
"","SQBR","15kg Exports","Week 26 - 436","06/30/2026 10:00:00","240","","1","240",""
"","","","Week 26 - 435","06/30/2026 10:00:00","360","","1","360",""
"","","","","","","","2","360",""
"","","","Week 27 - 434","07/07/2026 10:00:00","240","","1","240",""
"","","","Week 27 - 433","07/07/2026 10:00:00","360","","1","360",""
"","","Large","Week 26 - 436","06/30/2026 10:00:00","132","","1","132",""
"","","","Week 26 - 435","06/30/2026 10:00:00","132","","1","264",""
"","","","","","","","2","132",""
"","","","Week 27 - 434","07/07/2026 10:00:00","132","","1","132",""
"","","","Week 27 - 433","07/07/2026 10:00:00","264","","1","264",""
"","","Red Hill 10kg XL","Week 27 - 915","07/05/2026 10:00:00","72","","1","72",""
"","Teitzel's SUPA IGA Tully","15kg Ripes","IGA - 30.06.26","06/30/2026 10:00:00","8","36.540000","1","8","36.540000"
"","","","IGA - 01.07.26","07/01/2026 10:00:00","1","","1","1",""
"","","","IGA - 02.07.26","07/02/2026 10:00:00","1","","1","1",""
"","","","IGA - 03.07.26","07/03/2026 10:00:00","1","","1","1",""
"","","","IGA - 04.07.26","07/04/2026 10:00:00","1","","1","1",""
"","","","IGA - 05.07.26","07/05/2026 10:00:00","1","","1","1",""
"","Woolworths Brisbane","15kg Exports","0111142920","06/30/2026 00:00:00","840","37.680000","1","840","37.680000"
"","","","0111143334","06/30/2026 00:00:00","1308","37.680000","1","1330","37.680000"
"","","","","","","","2","1308","37.680000"
"","","","Week 26 - 420 - 111142920","06/30/2026 10:00:00","840","","1","840",""
"","","","Week 26 - 421 - 111143334","06/30/2026 10:00:00","1200","","1","108",""
"","","","","","","","","1200",""
"","","","","","","","2","1200",""
"","","","","","","","","108",""
"","","","0111192013","07/01/2026 00:00:00","840","37.680000","1","840","37.680000"
"","","","0111143330","07/01/2026 00:00:00","1308","37.680000","1","1308","37.680000"
"","","","0111142921","07/01/2026 00:00:00","840","37.680000","1","840","37.680000"
"","","","Week 26 - 422 - 111192013","07/01/2026 10:00:00","840","","1","840",""
"","","","Week 26 - 415 - 111192013","07/01/2026 10:00:00","840","","1","840",""
"","","","","","","","2","840",""
"","","","","","","","3","840",""
"","","","","","","","4","840",""
"","","","Week 26 - 445 - 111143330","07/01/2026 12:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","","","","","2","108",""
"","","","","","","","","1200",""
"","","","0111180723","07/02/2026 00:00:00","840","37.680000","1","840","37.680000"
"","","","0111143335","07/02/2026 00:00:00","1308","37.680000","1","1330","37.680000"
"","","","","","","","2","1308","37.680000"
"","","","0111142922","07/02/2026 00:00:00","840","37.680000","1","840","37.680000"
"","","","Week 26 - 426 - 111143335","07/02/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 26 - 425 - 111142922","07/02/2026 10:00:00","840","","1","840",""
"","","","Week 26 - 448 - 111180723","07/02/2026 12:00:00","840","","1","840",""
"","","","0111143331","07/03/2026 00:00:00","1308","37.680000","1","1308","37.680000"
"","","","Week 27 - 413 - 111142923","07/03/2026 10:00:00","960","","1","960",""
"","","","Week 27 - 414 - 111143331","07/03/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 416 - 111143332","07/04/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 415 - 111142924","07/04/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 417 - 111143336","07/04/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 418 - 111142925","07/06/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 420 - 111143337","07/06/2026 10:00:00","1200","","1","1200",""
"","","","","","","","","108",""
"","","","Week 27 - 419 - 111142926","07/06/2026 10:00:00","960","","1","960",""
"","","","Week 27 - 422 - 111172811","07/07/2026 10:00:00","600","","1","600",""
"","","","Week 27 - 421 - 111143333","07/07/2026 10:00:00","108","","1","108",""
"","","","","","","","","1200",""
"","","","Week 27 - 423 - 111172812","07/08/2026 10:00:00","960","","1","960",""
"","","","Week 27 - 424 - 111172813","07/09/2026 10:00:00","960","","1","960",""
"","","Collars - WOW","0111142920","06/30/2026 00:00:00","528","39.600000","1","528","39.600000"
"","","","Week 26 - 420 - 111142920","06/30/2026 10:00:00","528","","1","528",""
"","","","0111192013","07/01/2026 00:00:00","528","39.600000","1","528","39.600000"
"","","","0111142921","07/01/2026 00:00:00","528","39.600000","1","528","39.600000"
"","","","Week 26 - 423 - 111192013","07/01/2026 10:00:00","330","","1","330",""
"","","","Week 26 - 422 - 111192013","07/01/2026 10:00:00","198","","1","198",""
"","","","","","","","2","198",""
"","","","0111142922","07/02/2026 00:00:00","330","39.600000","1","528","39.600000"
"","","","","","","","2","528","39.600000"
"","","","","","","","3","330","39.600000"
"","","","Week 26 - 425 - 111142922","07/02/2026 10:00:00","132","","1","528",""
"","","","","","","","2","264",""
"","","","","","","","3","132",""
"","","","Week 26 - 447 - 111142922","07/02/2026 12:00:00","198","","1","264",""
"","","","","","","","2","198",""
"","","","Week 27 - 419 - 111142926","07/06/2026 10:00:00","396","","1","396",""
"","","","Week 27 - 422 - 111172811","07/07/2026 10:00:00","60","","1","60",""
"","","","","","","","","660",""
"","","","Week 27 - 423 - 111172812","07/08/2026 10:00:00","396","","1","396",""
"","","","Week 27 - 424 - 111172813","07/09/2026 10:00:00","396","","1","396",""
"","","Red Hill 10kg Small","0111167434","06/30/2026 00:00:00","504","25.000000","1","648","25.000000"
"","","","","","","","2","504","25.000000"
"","","","0111167435","07/03/2026 00:00:00","576","25.000000","2","576","25.000000"
"","Woolworths Melbourne Fresh (Truganina)","PassionfruitPanamaPremium 555kg Carton","0111180728","06/30/2026 00:00:00","126","40.500000","1","126","40.500000"
"","","Red Hill 10kg Large","Week 26 - 919 - 111167438","06/30/2026 10:00:00","380","","3","380",""
"","","","Week 27 - 907 - 111167439","07/04/2026 10:00:00","225","","2","225",""
"","","Red Hill 10kg Small","0111167438","06/30/2026 00:00:00","432","27.000000","1","432","27.000000"
"","","","0111167439","07/04/2026 00:00:00","360","27.000000","2","360","27.000000"
"","","Red Hill 10kg XL","Week 26 - 919 - 111167438","06/30/2026 10:00:00","24","","1","432",""
"","","","","","","","2","432",""
"","","","","","","","3","24",""
"","","","Week 27 - 907 - 111167439","07/04/2026 10:00:00","132","","1","360",""
"","","","","","","","2","132",""
"","","","Week 27 - 920 - TBC","07/07/2026 10:00:00","432","","1","432",""
"","","Red Hill 10kg XXXL","Week 26 - 919 - 111167438","06/30/2026 10:00:00","28","","3","28",""
"","","","Week 27 - 907 - 111167439","07/04/2026 10:00:00","3","","2","3",""
"","Woolworths Minchinbury","Red Hill 10kg Large","Week 26 - 915 - 111167436","06/30/2026 10:00:00","400","","3","400",""
"","","","Week 27 - 905 - 111167437","07/04/2026 10:00:00","254","","2","254",""
"","","Red Hill 10kg Small","0111167436","06/30/2026 00:00:00","432","26.000000","1","432","26.000000"
"","","","0111167437","07/04/2026 00:00:00","360","26.000000","2","360","26.000000"
"","","Red Hill 10kg XL","Week 26 - 915 - 111167436","06/30/2026 10:00:00","20","","1","432",""
"","","","","","","","2","432",""
"","","","","","","","3","20",""
"","","","Week 27 - 905 - 111167437","07/04/2026 10:00:00","104","","1","360",""
"","","","","","","","2","104",""
"","","","Week 27 - 916 - TBC","07/07/2026 10:00:00","432","","1","432",""
"","","Red Hill 10kg XXXL","Week 26 - 915 - 111167436","06/30/2026 10:00:00","12","","3","12",""
"","","","Week 27 - 905 - 111167437","07/04/2026 10:00:00","2","","2","2",""
"","Woolworths Tasmania","15kg Exports","Week 26 - 428 - 111142934","06/30/2026 10:00:00","600","","1","600",""
"","","","0111142934","06/30/2026 12:00:00","600","36.520000","1","600","36.520000"
"","","","Week 26 - 429 - 111142935","07/01/2026 10:00:00","600","","1","600",""
"","","","0111142935","07/01/2026 12:00:00","600","36.520000","1","600","36.520000"
"","","","Week 26 - 430 - 111142936","07/02/2026 10:00:00","480","","1","600",""
"","","","","","","","2","480",""
"","","","0111142936","07/02/2026 12:00:00","480","36.520000","1","600","36.520000"
"","","","","","","","2","480","36.520000"
"","","","Week 26 - 431 - 111142937","07/03/2026 10:00:00","480","","1","600",""
"","","","","","","","2","480",""
"","","","0111142937","07/03/2026 12:00:00","480","36.520000","1","600","36.520000"
"","","","","","","","2","480","36.520000"
"","","","Week 26 - 432 - 111142938","07/04/2026 10:00:00","480","","1","600",""
"","","","","","","","2","600",""
"","","","","","","","3","480",""
"","","","0111142938","07/04/2026 12:00:00","480","36.520000","1","600","36.520000"
"","","","","","","","2","600","36.520000"
"","","","","","","","3","480","36.520000"
"","","","Week 26 - 433 - 111142939","07/05/2026 10:00:00","600","","1","600",""
"","","","0111142939","07/05/2026 12:00:00","600","36.520000","1","600","36.520000"
"","","","Week 27 - 425 - 111142940","07/06/2026 10:00:00","600","","1","600",""
"","","","0111142940","07/06/2026 12:00:00","600","36.520000","1","600","36.520000"
"","","","Week 27 - 426 - 111172825","07/07/2026 10:00:00","480","","1","480",""
"","","","0111172825","07/07/2026 12:00:00","480","36.520000","1","480","36.520000"
"","","","Week 27 - 427 - 111172826","07/08/2026 10:00:00","600","","1","600",""
"","","","Week 27 - 428 - 111172827","07/09/2026 10:00:00","540","","1","480",""
"","","","","","","","2","540",""
"","","","0111172827","07/09/2026 12:00:00","540","36.520000","1","480","36.520000"
"","","","","","","","2","540","36.520000"
"","","","Week 27 - 429 - 111172828","07/10/2026 10:00:00","600","","1","480",""
"","","","","","","","2","600",""
"","","","0111172828","07/10/2026 12:00:00","600","36.520000","1","480","36.520000"
"","","","","","","","2","600","36.520000"
"","","","Week 27 - 430 - 111172829","07/11/2026 10:00:00","540","","1","540",""
"","","","0111172829","07/11/2026 12:00:00","540","36.520000","1","540","36.520000"
"","","","Week 27 - 431 - 111172830","07/12/2026 10:00:00","540","","1","540",""
"","","","0111172830","07/12/2026 12:00:00","540","36.520000","1","540","36.520000"
"","","","0111172831","07/13/2026 12:00:00","600","36.520000","1","600","36.520000"
"","","Collars - WOW","Week 26 - 428 - 111142934","06/30/2026 10:00:00","132","","1","132",""
"","","","0111142934","06/30/2026 12:00:00","132","39.600000","1","132","39.600000"
"","","","Week 26 - 429 - 111142935","07/01/2026 10:00:00","66","","1","66",""
"","","","0111142935","07/01/2026 12:00:00","66","39.600000","1","66","39.600000"
"","","","Week 26 - 430 - 111142936","07/02/2026 10:00:00","132","","1","132",""
"","","","","","","","2","132",""
"","","","0111142936","07/02/2026 12:00:00","132","39.600000","1","132","39.600000"
"","","","","","","","2","132","39.600000"
"","","","Week 26 - 431 - 111142937","07/03/2026 10:00:00","132","","1","132",""
"","","","","","","","2","132",""
"","","","0111142937","07/03/2026 12:00:00","132","39.600000","1","132","39.600000"
"","","","","","","","2","132","39.600000"
"","","","Week 26 - 432 - 111142938","07/04/2026 10:00:00","132","","1","66",""
"","","","","","","","2","132",""
"","","","","","","","3","132",""
"","","","0111142938","07/04/2026 12:00:00","132","39.600000","1","66","39.600000"
"","","","","","","","2","132","39.600000"
"","","","","","","","3","132","39.600000"
